ID_ViThuoc,TenVietNam,TenGoiKhac,TenKhoaHoc,HoThucVat,CongDung,LieuDung,TinhVi,QuyKinh
460,Cây rau má,(Không có),Centella asiatica (L.) Urb.,Apiaceae (Hoa tán),"Chữa sốt, mụn nhọt, rôm sảy, lợi tiểu.",30-40g tươi/ngày .,"Vị đắng, hơi ngọt, tính mát.","Can, Tỳ, Thận."
461,Sài hồ,(Không có),Bupleurum chinense DC.,Apiaceae (Hoa tán),"Chữa sốt, cảm cúm, sốt rét.",6-12g/ngày .,"Vị đắng, tính hơi hàn.","Can, Đởm."
462,Sắn dây,cát căn,Pueraria thomsonii Benth.,Papilionaceae (Cánh bướm),"Chữa sốt, khát nước, ban sởi.",8-20g/ngày (rễ) .,"Vị ngọt, cay, tính bình.","Tỳ, Vị."
463,Tề thái,(Không có),Capsella bursa-pastoris (L.) Medik.,Brassicaceae (Cải),"Chữa sốt, lợi tiểu, cầm máu.",15-30g/ngày .,"Vị ngọt, tính bình.",(Không ghi rõ)
464,Thạch hộc,(Không có),Dendrobium sp.,Orchidaceae (Lan),"Bổ, chữa sốt, khô miệng.",6-12g/ngày .,"Vị ngọt, nhạt, tính hơi hàn.","Vị, Thận."
465,Thanh cao hoa vàng,(Không có),Artemisia annua L.,Asteraceae (Cúc),Chữa sốt rét.,4-12g/ngày .,"Vị đắng, tính hàn.","Can, Đởm."
466,Thanh cao,(Không có),Artemisia apiacea Hance,Asteraceae (Cúc),"Chữa sốt, sốt rét.",6-12g/ngày .,"Vị đắng, tính hàn.","Can, Đởm."
467,Cây chổi xuể,(Không có),Baeckea frutescens L.,Myrtaceae (Sim),Chữa cảm sốt.,10-15g/ngày .,(Không ghi rõ),(Không ghi rõ)
468,Thường sơn,(Không có),Dichroa febrifuga Lour.,Hydrangeaceae (Tú cầu),Chữa sốt rét.,4-12g/ngày .,"Vị đắng, tính hàn, có độc.","Tâm, Can, Phế."
469,Tía tô,(Không có),Perilla frutescens (L.) Britton,Lamiaceae (Hoa môi),"Chữa cảm sốt, ho, an thai.",3-10g/ngày .,"Vị cay, tính ôn.","Tâm, Phế."
470,Tiền hồ,(Không có),Peucedanum praeruptorum Dunn,Apiaceae (Hoa tán),"Chữa ho có đờm, cảm sốt.",6-12g/ngày .,"Vị đắng, cay, tính hơi hàn.",Phế.
471,Trúc nhự,(Không có),Bambusa sp.,Poaceae (Lúa),"Chữa sốt, nôn mửa, chảy máu cam.",6-9g/ngày .,"Vị ngọt, tính hơi hàn.","Phế, Vị."
472,Xạ can,rẻ quạt,Belamcanda chinensis (L.) DC.,Iridaceae (La dơn),"Chữa viêm họng, ho có đờm.",3-6g/ngày .,"Vị đắng, tính hàn, có độc.","Phế, Can."
473,Xuyên khung,(Không có),Ligusticum wallichii Franch.,Apiaceae (Hoa tán),"Chữa nhức đầu, cảm mạo, kinh nguyệt không đều.",4-8g/ngày .,"Vị cay, tính ôn.","Can, Đởm, Tâm bào."
474,Bầu đất,(Không có),Gynura procumbens (Lour.) Merr.,Asteraceae (Cúc),"Chữa sốt, viêm họng.",6-12 lá/ngày .,(Không ghi rõ),(Không ghi rõ)
475,Dướng,(Không có),Broussonetia papyrifera (L.) L'Hér. ex Vent.,Moraceae (Dâu tằm),"Chữa sốt, ho.",10-20g/ngày .,(Không ghi rõ),(Không ghi rõ)
476,Húng quế,(Không có),Ocimum basilicum L.,Lamiaceae (Hoa môi),"Chữa cảm sốt, đau đầu.",(Dùng làm gia vị) .,(Không ghi rõ),(Không ghi rõ)
477,Trà tiên,(Không có),Angelica sinensis (Oliv.) Diels,Apiaceae (Hoa tán),Chữa cảm mạo.,6-12g/ngày .,"Vị cay, tính ấm.",(Không ghi rõ)
478,Gắm,(Không có),Gnetum montanum Markgr.,Gnetaceae (Gắm),"Chữa sốt, sốt rét.",15-20g/ngày .,(Không ghi rõ),(Không ghi rõ)
479,Hương nhu,(Không có),Ocimum gratissimum L.,Lamiaceae (Hoa môi),"Chữa cảm sốt, say nắng, đau bụng.",6-12g/ngày .,"Vị cay, tính hơi ôn.","Phế, Vị."
480,Khương hoạt,(Không có),Notopterygium incisum Ting ex H.T.Chang,Apiaceae (Hoa tán),"Chữa cảm mạo, đau đầu, đau mình, tê thấp.",4-12g/ngày.,"Vị cay, đắng, tính ôn.","Bàng quang, Can, Thận."
481,Niễng,(Không có),Zizania caduciflora (Turcz. ex Trin.) Hand.-Mazz.,Poaceae (Lúa),"Chữa sốt, khát nước.",20-30g rễ/ngày.,"Vị ngọt, tính hàn.",(Không ghi rõ)
482,Phòng phong,(Không có),Saposhnikovia divaricata (Turcz.) Schischk.,Apiaceae (Hoa tán),"Chữa cảm mạo, đau đầu, đau mình, tê thấp.",6-12g/ngày.,"Vị cay, ngọt, tính ôn.","Bàng quang, Can, Tỳ."
483,Dây quai bị,(Không có),Hodgsonia macrocarpa (Blume) Cogn.,Cucurbitaceae (Bí),Chữa sốt.,10-20g thân/ngày.,(Không ghi rõ),(Không ghi rõ)
484,Thăng ma,(Không có),Cimicifuga foetida L.,Ranunculaceae (Mao Lương),"Chữa sốt, đau họng, ban sởi.",3-9g/ngày.,"Vị ngọt, cay, tính hơi hàn.","Phế, Tỳ, Vị, Đại tràng."
485,Canh châu,(Không có),Ardisia filiformis Walker,Myrsinaceae (Đơn nem),"Chữa sốt, ho.",10-20g lá/ngày.,(Không ghi rõ),(Không ghi rõ)
486,Cánh kiến đỏ,tử thảo nhung,(Nhựa côn trùng Laccifer lacca),(Nhựa côn trùng),"Chữa sốt, ban sởi.",2-4g/ngày.,"Vị đắng, tính hàn.","Tâm, Can."
487,Đinh hương,(Không có),Syzygium aromaticum (L.) Merr. & L.M.Perry,Myrtaceae (Sim),"Sát trùng, chữa đau bụng, nôn mửa, đau răng.",0.2-0.5g/ngày.,"Vị cay, tính ôn.","Tỳ, Vị, Thận."
488,Ngâu,(Không có),Aglaia odorata Lour.,Meliaceae (Xoan),"Chữa sốt, ho.",10-15g hoa hoặc cành lá/ngày.,(Không ghi rõ),(Không ghi rõ)
489,Bàm bàm,(Không có),Pavetta indica L.,Rubiaceae (Cà phê),Chữa sốt.,10-15g rễ/ngày.,Vị đắng.,(Không ghi rõ)
490,Bụng báng,(Không có),Glochidion glomerulatum (Miq.) Boerl.,Euphorbiaceae (Thầu dầu),Chữa sốt.,10-20g lá/ngày.,(Không ghi rõ),(Không ghi rõ)
491,Canh ki na,(Không có),Cinchona sp.,Rubiaceae (Cà phê),"Chữa sốt rét, hạ sốt, bổ đắng.",1-2g bột/ngày (hạ sốt).,Vị đắng.,(Không ghi rõ)
492,Củ khỉ,(Không có),Milletia sp.,Papilionaceae (Cánh bướm),Chữa sốt.,(Không ghi rõ).,(Không ghi rõ),(Không ghi rõ)
493,Cúc mốc,(Không có),Laggera alata (D.Don) Sch.Bip. ex Oliv.,Asteraceae (Cúc),Chữa sốt.,10-15g/ngày.,(Không ghi rõ),(Không ghi rõ)
494,Cúc tần,(Không có),Pluchea indica (L.) Less.,Asteraceae (Cúc),"Chữa cảm sốt, nhức đầu.",10-20g lá/ngày.,(Không ghi rõ),(Không ghi rõ)
495,Đậu sị,(Không có),(Sản phẩm lên men),(Sản phẩm lên men),"Chữa cảm sốt, nhức đầu.",8-15g/ngày.,"Vị đắng, tính hàn.","Phế, Vị."
496,Rau mùi tàu,(Không có),Eryngium foetidum L.,Apiaceae (Hoa tán),"Chữa cảm cúm, sởi.",15-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
497,Sả,(Không có),Cymbopogon citratus (DC.) Stapf,Poaceae (Lúa),"Chữa cảm sốt, đau bụng.",10-20g/ngày.,"Vị cay, tính ấm.",(Không ghi rõ)
498,Xương sông,(Không có),Blumea lacera (Burm.f.) DC.,Asteraceae (Cúc),"Chữa cảm sốt, ho.",15-20g/ngày.,"Vị đắng, cay, tính bình.",(Không ghi rõ)
499,Bỏng nổ,(Không có),Floscopa scandens Lour.,Commelinaceae (Thài lài),"Chữa cảm sốt, viêm họng.",20-40g/ngày.,"Vị ngọt, nhạt, tính mát.",(Không ghi rõ)
500,Bưởi (Lá),(Không có),Citrus grandis (L.) Osbeck,Rutaceae (Cam),"Chữa cảm cúm, nhức đầu.",(Dùng xông).,(Không ghi rõ),(Không ghi rõ)
501,Củ ấu,(Không có),Trapa bispinosa Roxb.,Trapaceae (Ấu),"Chữa say nắng, sốt.",(Ăn).,"Vị ngọt, tính mát.",(Không ghi rõ)
502,So đũa,(Không có),Sesbania grandiflora (L.) Pers.,Papilionaceae (Cánh bướm),"Chữa cảm cúm, sổ mũi.",15-30g lá/ngày.,(Không ghi rõ),(Không ghi rõ)
503,Cây gáo,(Không có),Sarcocephalus cordatus Miq.,Rubiaceae (Cà phê),"Chữa sốt, tiêu chảy.",10-15g vỏ thân/ngày.,(Không ghi rõ),(Không ghi rõ)
504,Cây me rừng,(Không có),Phyllanthus emblica L.,Euphorbiaceae (Thầu dầu),Chữa cảm sốt.,10-20g quả/ngày.,"Vị chua, ngọt, tính mát.",(Không ghi rõ)
505,Móc mèo núi,(Không có),Bauhinia bracteata (Graham ex Benth.) Baker,Caesalpiniaceae (Vang),Chữa sốt.,10-15g/ngày.,(Không ghi rõ),(Không ghi rõ)
506,Cây cổ bình,(Không có),Polygonum chinense L.,Polygonaceae (Rau răm),"Chữa sốt, lỵ.",10-15g/ngày.,(Không ghi rõ),(Không ghi rõ)
507,Tía tô dại,(Không có),Salvia plebeia R.Br.,Lamiaceae (Hoa môi),"Chữa ho, cảm sốt.",10-15g/ngày.,(Không ghi rõ),(Không ghi rõ)
508,Cây thuốc phiện,"a phiến, nha phiến",Papaver somniferum L.,Papaveraceae (Thuốc phiện),"(Nhựa) Giảm đau, chữa ho, ỉa lỏng. (Vỏ quả) Chữa ho, lỵ.",(Theo chỉ định của bác sĩ).,"Vị chua, chát, tính bình, có độc.","Phế, Đại tràng, Thận."
509,Cây cà độc dược,(Không có),Datura metel L.,Solanaceae (Cà),"Chữa ho, hen suyễn, giảm đau (đau dạ dày, đau khớp).",Hoa/lá: 0.04-0.1g/lần.,"Vị cay, tính ôn, có độc.","Tâm, Can, Phế."
510,Thiên tiên tử,(Không có),Hyoscyamus niger L.,Solanaceae (Cà),"Chữa ho, hen suyễn, giảm đau, an thần.",0.01-0.03g/lần.,"Vị đắng, tính ôn, có độc.","Tâm, Vị, Can."
511,Ma (Cần sa),"gai dầu, đại ma",Cannabis sativa L.,Cannabaceae (Gai mèo),"Giảm đau, an thần, chữa hen.",(Thuốc gây nghiện).,Có độc.,(Không ghi rõ)
512,Đào (Hạt),đào nhân,Prunus persica (L.) Batsch,Rosaceae (Hoa hồng),"Chữa ho, táo bón, bế kinh.",6-12g/ngày.,"Vị đắng, ngọt, tính bình.","Tâm, Can, Phế, Đại tràng."
513,Cỏ trói gà,"thanh táo, tần cửu",Justicia gendarussa L.,Acanthaceae (Ô rô),"Chữa ho, tê thấp, đau nhức.",15-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
514,Húng chanh,rau tần lá dày,Coleus aromaticus Benth.,Lamiaceae (Hoa môi),"Chữa ho, cảm sốt, viêm họng.",10-16g lá tươi/ngày.,"Vị cay, tính ấm.",Phế.
515,Ráng trắc,"tổ chim, tổ diều",Asplenium nidus L.,Aspleniaceae (Tổ điểu),Chữa ho.,10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
516,Cải canh (Hạt),giới tử,Brassica juncea (L.) Czern.,Brassicaceae (Cải),"Chữa ho, hen suyễn, long đờm.",4-12g/ngày.,"Vị cay, tính ôn.",Phế.
517,Củ cải (Hạt),la bặc tử,Raphanus sativus L.,Brassicaceae (Cải),"Chữa ho, tiêu đờm, đầy bụng.",6-12g/ngày.,"Vị cay, ngọt, tính bình.","Phế, Tỳ, Vị."
518,Thiên môn đông,(Không có),Asparagus cochinchinensis (Lour.) Merr.,Liliaceae (Hành),"Bổ, chữa ho, long đờm.",6-12g/ngày.,"Vị ngọt, đắng, tính hàn.","Phế, Thận."
519,Mạch môn đông,(Không có),Ophiopogon japonicus (L.f.) Ker Gawl.,Liliaceae (Hành),"Chữa ho, long đờm, khô miệng.",6-16g/ngày.,"Vị ngọt, hơi đắng, tính hàn.","Tâm, Phế, Vị."
520,Cát cánh,(Không có),Platycodon grandiflorum (Jacq.) A.DC.,Campanulaceae (Hoa chuông),"Chữa ho có đờm, viêm họng.",4-8g/ngày.,"Vị đắng, cay, tính hơi ôn.",Phế.
521,Cây nhót tây (Lá),tỳ bà diệp,Eriobotrya japonica (Thunb.) Lindl.,Rosaceae (Hoa hồng),"Chữa ho, nôn mửa.",6-12g/ngày.,"Vị đắng, tính bình.","Phế, Vị."
522,Cây bồng bồng,lá hen,Calotropis gigantea (L.) Dryand.,Asclepiadaceae (Thiên lý),"Chữa hen, ho.",2-5 lá/ngày.,"Vị đắng, tính mát, có độc.",(Không ghi rõ)
523,Bách hợp,(Không có),Lilium brownii F.E.Br. ex Miellez,Liliaceae (Hành),"Chữa ho, ho lao.",6-12g/ngày.,"Vị ngọt, hơi đắng, tính hơi hàn.","Tâm, Phế."
524,Cây dâu (Vỏ rễ),tang bạch bì,Morus alba L.,Moraceae (Dâu tằm),"Chữa ho, hen, lợi tiểu.",6-12g/ngày.,"Vị ngọt, tính hàn.",Phế.
525,Cây bọ mắm,(Không có),Pouzolzia zeylanica (L.) Benn.,Urticaceae (Gai),"Chữa ho, viêm họng.",10-20g/ngày.,"Vị ngọt, nhạt, tính mát.",(Không ghi rõ)
526,Hẹ,(Không có),Allium tuberosum Roxb.,Alliaceae (Hành),"Chữa ho, đau bụng.",6-12g hạt/ngày.,"Vị cay, hơi chua, tính ấm.","Can, Vị, Thận."
527,Núc nác,(Không có),Oroxylum indicum (L.) Kurz,Bignoniaceae (Chùm ớt),"Chữa ho, viêm họng, lỵ.",6-12g vỏ thân/ngày.,"Vị đắng, tính mát.","Phế, Can."
528,Tô hạp hương,(Không có),Liquidambar orientalis Mill.,Hamamelidaceae (Sau sau),"Chữa ho, an thần.",0.3-1g/ngày.,"Vị ngọt, cay, tính ôn.","Tâm, Tỳ."
529,Cánh kiến trắng,an tức hương,Styrax tonkinensis (Pierre) Craib ex Hartwich,Styracaceae (Bồ đề),"Chữa ho, long đờm, an thần.",0.3-2g/ngày.,"Vị cay, đắng, tính bình.","Tâm, Can, Tỳ."
530,Viễn chí,(Không có),Polygala sibirica L.,Polygalaceae (Viễn chí),"Chữa ho, long đờm.",4-10g/ngày.,"Vị đắng, cay, tính ôn.","Tâm, Phế."
531,Bồ kết (Quả),(Không có),Gleditsia fera (Lour.) Merr.,Caesalpiniaceae (Vang),"Chữa ho, tiêu đờm.",0.5-1g/ngày.,"Vị cay, mặn, tính ôn, có độc.","Phế, Đại tràng."
532,Mướp đắng,khổ qua,Momordica charantia L.,Cucurbitaceae (Bí),"Chữa ho, hạ sốt.",6-12g hạt/ngày (sắc).,"Vị đắng, tính hàn.",(Không ghi rõ)
533,Trám,trám trắng,Canarium album (Lour.) Raeusch.,Burseraceae (Trám),"Chữa ho, viêm họng, mất tiếng.",10-20g quả/ngày (sắc hoặc ngậm).,"Vị chua, ngọt, chát, tính ôn.","Phế, Vị."
534,Thị đế,tai quả thị,Diospyros kaki L.f.,Ebenaceae (Thị),"Chữa ho, nấc.",6-12g/ngày.,"Vị đắng, chát, tính bình.",Vị.
535,Tử uyển,(Không có),Aster tataricus L.f.,Asteraceae (Cúc),"Chữa ho, long đờm.",5-10g/ngày.,"Vị đắng, cay, tính ôn.",Phế.
536,Tràm (Lá và tinh dầu),(Không có),Melaleuca leucadendra L.,Myrtaceae (Sim),"(Tinh dầu) Sát trùng đường hô hấp, chữa ho, cảm.",Uống hoặc xông.,(Không ghi rõ),(Không ghi rõ)
537,Bạch đàn (Lá và tinh dầu),khuynh diệp,Eucalyptus sp.,Myrtaceae (Sim),"Sát trùng đường hô hấp, chữa ho, cảm.",Uống hoặc xông.,(Không ghi rõ),(Không ghi rõ)
538,Cây một lá,thanh thiên quỳ,Nervilia fordii (Hance) Schltr.,Orchidaceae (Lan),"Chữa ho lao, viêm họng.",8-20g củ tươi/ngày.,"Vị ngọt, nhạt, tính mát.",(Không ghi rõ)
539,Hồng bì,"quất bì, hoàng bì",Clausena lansium (Lour.) Skeels,Rutaceae (Cam),"Chữa ho, long đờm.",4-8g lá hoặc vỏ rễ/ngày.,"Vị đắng, cay, tính bình.",(Không ghi rõ)
540,Cóc mẳn,(Không có),Centipeda minima (L.) A.Braun & Asch.,Asteraceae (Cúc),"Chữa ho, hen, đau mắt.",6-12g/ngày.,"Vị cay, tính ấm.",(Không ghi rõ)
541,Phật thủ,(Không có),Citrus medica L. var. sarcodactylis,Rutaceae (Cam),"Chữa ho, đau bụng.",3-6g quả/ngày.,"Vị cay, đắng, chua, tính ôn.","Can, Tỳ, Phế, Vị."
542,Gai tầm xoọng,(Không có),Randia spinosa (Thunb.) Poir.,Rubiaceae (Cà phê),Chữa ho.,6-12g quả/ngày.,(Không ghi rõ),(Không ghi rõ)
543,Bạch cập,(Không có),Bletilla striata (Thunb.) Rchb.f.,Orchidaceae (Lan),"Chữa ho ra máu, cầm máu.",6-15g/ngày.,"Vị đắng, ngọt, tính hơi hàn.",Phế.
544,Biến hóa,(Không có),Cissus javana DC.,Vitaceae (Nho),Chữa ho.,10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
545,Bồ hòn,(Không có),Sapindus saponaria L.,Sapindaceae (Bồ hòn),"Chữa ho, trừ đờm.",0.5-1g hạt/ngày.,"Vị đắng, tính hàn, có độc.",(Không ghi rõ)
546,Bối mẫu,(Không có),Fritillaria sp.,Liliaceae (Hành),"Chữa ho có đờm, ho lao.",3-9g/ngày.,"Vị đắng, tính hơi hàn.","Tâm, Phế."
547,Cà dại hoa tím,(Không có),Solanum indicum L.,Solanaceae (Cà),"Chữa ho, đau răng.",8-16g rễ/ngày.,"Vị cay, tính ấm.",(Không ghi rõ)
548,Cải cúc,tần ô,Chrysanthemum coronarium L.,Asteraceae (Cúc),Chữa ho.,10-15g/ngày.,"Vị ngọt, nhạt, tính mát.",(Không ghi rõ)
549,Chùa dù,(Không có),Elsholtzia winitiana Craib.,Lamiaceae (Hoa môi),"Chữa ho, cảm sốt.",10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
550,Chóc gai,(Không có),Lasia spinosa (L.) Thwaites,Araceae (Ráy),Chữa ho.,20-40g thân rễ/ngày.,(Không ghi rõ),(Không ghi rõ)
551,Hổ vĩ,"hổ thiệt, lưỡi hổ",Sansevieria trifasciata Prain,Agavaceae (Thùa),"Chữa ho, viêm họng.",6-12g/ngày.,(Không ghi rõ),(Không ghi rõ)
552,Rau khúc,(Không có),Gnaphalium affine D.Don,Asteraceae (Cúc),Chữa ho có đờm.,10-15g/ngày.,"Vị ngọt, tính bình.",Phế.
553,Mướp tây,su su,Sechium edule (Jacq.) Sw.,Cucurbitaceae (Bí),Chữa ho.,(Ăn).,(Không ghi rõ),(Không ghi rõ)
554,Cây nhót,(Không có),Elaeagnus latifolia L.,Elaeagnaceae (Nhót),"Chữa ho, khó thở, lỵ.",Lá/rễ: 10-15g; Quả: 6-12g/ngày.,(Không ghi rõ),(Không ghi rõ)
555,Ruột gà,phượng vĩ thảo,Pteris multifida Poir.,Pteridaceae (Lá phẹ),"Chữa ho, lỵ.",15-30g/ngày.,"Vị ngọt, nhạt, hơi đắng, tính hàn.",(Không ghi rõ)
556,Sấu,(Không có),Dracontomelon duperreanum Pierre,Anacardiaceae (Đào lộn hột),"Chữa ho, viêm họng.","(Ăn quả, sắc lá uống).","Vị chua, ngọt, tính mát.",(Không ghi rõ)
557,Cây si,(Không có),Ficus benjamina L.,Moraceae (Dâu tằm),Chữa ho.,20-40g rễ/ngày.,(Không ghi rõ),(Không ghi rõ)
558,Lười ươi,"đười ươi, an nam tử",Scaphium macropodum (Miq.) Beumee ex K.Heyne,Sterculiaceae (Trôm),"Chữa ho, viêm họng, chảy máu cam.",2-5 hạt/ngày.,"Vị ngọt, tính hàn.","Phế, Đại tràng."
559,Cây bã thuốc,(Không có),Nicandra physalodes (L.) Gaertn.,Solanaceae (Cà),"Chữa ho, sốt.",8-12g/ngày.,(Không ghi rõ),(Không ghi rõ)
560,Chanh,(Không có),Citrus limon (L.) Burm.f.,Rutaceae (Cam),"Chữa ho, viêm họng.",(Ngậm).,"Vị chua, tính mát.",(Không ghi rõ)
561,Dâu gia xoan,nhãn hương,Clausena excavata Burm.f.,Rutaceae (Cam),"Chữa ho, đau bụng, lỵ.",10-15g rễ/ngày.,(Không ghi rõ),(Không ghi rõ)
562,Tri mẫu,(Không có),Anemarrhena asphodeloides Bunge,Liliaceae (Hành),"Chữa ho, sốt, khô miệng.",6-12g/ngày.,"Vị đắng, tính hàn.","Phế, Vị, Thận."
563,Mù mắt,(Không có),Excoecaria agallocha L.,Euphorbiaceae (Thầu dầu),Chữa ho (dùng gỗ).,(Không ghi rõ liều).,(Nhựa) Có độc.,(Không ghi rõ)
564,Hồng xiêm,(Không có),Manilkara zapota (L.) P.Royen,Sapotaceae (Hồng xiêm),"Chữa ho, hạ sốt.",15-20g quả xanh/ngày.,(Không ghi rõ),(Không ghi rõ)
565,Thủy tiên,(Không có),Narcissus tazetta L. var. chinensis M.Roem.,Amaryllidaceae (Thủy tiên),"Chữa ho, long đờm, gây nôn.",(Có độc).,"Vị đắng, tính hàn, có độc.",(Không ghi rõ)
566,Sen cạn,(Không có),Tropaeolum majus L.,Tropaeolaceae (Sen cạn),"Chữa ho, long đờm.",20-30g/ngày.,(Không ghi rõ),(Không ghi rõ)
567,La hán (Quả),(Không có),Momordica grosvenorii Swingle,Cucurbitaceae (Bí),"Chữa ho, viêm họng.",1-3 quả/ngày.,"Vị ngọt, tính mát.","Phế, Đại tràng."
568,Bạch quả,ngân hạnh,Ginkgo biloba L.,Ginkgoaceae (Bạch quả),"Chữa ho, hen suyễn.",6-12g hạt/ngày.,"Vị ngọt, đắng, chát, tính bình, có độc.",Phế.
569,Cây nắp ấm,(Không có),Nepenthes mirabilis (Lour.) Druce,Nepenthaceae (Nắp ấm),Chữa ho.,"8-16g thân, lá/ngày.",(Không ghi rõ),(Không ghi rõ)
570,Khoản đông hoa,(Không có),Tussilago farfara L.,Asteraceae (Cúc),"Chữa ho, hen suyễn, long đờm.",6-12g hoa/ngày.,"Vị cay, tính ôn.",Phế.
571,Bình vôi,(Không có),Stephania rotunda Lour.,Menispermaceae (Tiết dê),"An thần, gây ngủ, giảm đau. Chữa mất ngủ, sốt nóng, nhức đầu.",3-6g củ/ngày .,"Vị đắng, tính hàn.","Can, Tỳ."
572,Lạc tiên,chùm bao,Passiflora foetida L.,Passifloraceae (Lạc tiên),"An thần, chữa mất ngủ, tim hồi hộp.",20-40g dây lá/ngày .,"Vị ngọt, tính mát.","Tâm, Can."
573,Sen (Tâm sen),liên tâm,Nelumbo nucifera Gaertn.,Nymphaeaceae (Sen),"An thần, chữa mất ngủ, hạ huyết áp.",2-4g/ngày .,"Vị đắng, tính hàn.",Tâm.
574,Cây vông nem,(Không có),Erythrina variegata L.,Papilionaceae (Cánh bướm),"An thần, gây ngủ. Chữa mất ngủ, phong thấp, lỵ.",8-16g lá/ngày .,"Vị đắng, nhạt, tính bình.","Can, Thận."
575,Táo ta (Nhân hạt),toan táo nhân,Ziziphus mauritiana Lam.,Rhamnaceae (Táo ta),"An thần, gây ngủ.",6-12g/ngày (sao đen) .,"Vị ngọt, tính bình.","Tâm, Can, Đởm, Tỳ."
576,Long nhãn,(Không có),Dimocarpus longan Lour.,Sapindaceae (Bồ hòn),"Bổ tâm tỳ, an thần. Chữa hay quên, mất ngủ, hoảng sợ.",9-18g/ngày .,"Vị ngọt, tính ôn.","Tâm, Tỳ."
577,Cây hoa nhài,(Không có),Jasminum sambac (L.) Aiton,Oleaceae (Nhài),"(Rễ) An thần, giảm đau. (Hoa) Thanh nhiệt, giải biểu.",Rễ: 1-1.5g. Hoa: 3-6g .,"Rễ: đắng, ôn, có độc. Hoa: cay, ngọt, mát.",(Không ghi rõ)
578,Sì to,(Không có),Entada phaseoloides (L.) Merr.,Mimosaceae (Trinh nữ),An thần.,0.5-1g/ngày .,(Không ghi rõ),(Không ghi rõ)
579,Cây xấu hổ,trinh nữ,Mimosa pudica L.,Mimosaceae (Trinh nữ),"An thần, chữa mất ngủ, đau nhức xương khớp.",6-12g/ngày .,"Vị ngọt, hơi se, tính hơi hàn.",(Không ghi rõ)
580,Thuyền thuế,xác ve sầu,(Không có),(Nguồn gốc động vật),"Chữa trẻ em kinh giật, co giật, khóc đêm.",3-6g/ngày .,"Vị ngọt, mặn, tính hàn.","Can, Phế."
581,Trân châu,ngọc trai,(Không có),(Nguồn gốc động vật),"An thần, trấn kinh, chữa co giật, hoa mắt.",0.3-0.6g/ngày .,"Vị ngọt, mặn, tính hàn.","Tâm, Can."
582,Ngưu hoàng,(Không có),"(Sỏi mật trâu, bò)",(Nguồn gốc động vật),"An thần, trấn kinh, chữa sốt cao, co giật, mê sảng.",0.2-0.5g/ngày .,"Vị đắng, tính mát.","Tâm, Can."
583,Thiên trúc hoàng,(Không có),(Silic trong cây tre),(Sản phẩm thực vật),"Chữa sốt cao, co giật, mê sảng.",3-6g/ngày .,"Vị ngọt, tính hàn.","Tâm, Can, Đởm."
584,Chỉ cụ,khúng khéng,Hovenia dulcis Thunb.,Rhamnaceae (Táo ta),Giải độc rượu.,6-12g/ngày .,"Vị ngọt, tính bình.",(Không ghi rõ)
585,Chu sa - Thần sa,(Không có),(Thủy ngân sunfua - HgS),(Khoáng vật),"An thần, trấn kinh, chữa mất ngủ, kinh sợ.",0.3-1.5g/ngày .,"Vị ngọt, tính hơi hàn, có độc.",Tâm.
596,Kỷ tử,(Không có),Lycium chinense Mill.,Solanaceae (Cà),"Bổ, chữa cơ thể suy nhược, đau lưng mỏi gối, di tinh.",6-12g/ngày.,"Vị ngọt, tính bình.","Can, Thận, Phế."
597,Thỏ ty tử,(Không có),Cuscuta chinensis Lam.,Cuscutaceae (Tơ hồng),"Bổ, chữa di tinh, liệt dương, đau lưng mỏi gối.",6-12g/ngày.,"Vị ngọt, cay, tính hơi ôn.","Can, Thận."
598,Cây sữa,"mò cua, mồng cua",Alstonia scholaris (L.) R.Br.,Apocynaceae (Trúc đào),"Bổ, chữa sốt rét, lỵ.",4-6g vỏ/ngày.,"Vị đắng, tính mát.",(Không ghi rõ)
599,Cây xộp,"cây trâu cổ, bị lệ",Ficus pumila L.,Moraceae (Dâu tằm),"Bổ, tráng dương, chữa di tinh, liệt dương, đau lưng.",12-20g quả/ngày.,"Vị ngọt, tính bình.",(Không ghi rõ)
600,Phá cố chỉ,(Không có),Psoralea corylifolia L.,Papilionaceae (Cánh bướm),"Bổ thận, tráng dương, chữa di tinh, đái són.",6-12g/ngày.,"Vị cay, đắng, tính đại ôn.","Tỳ, Thận."
601,Bạng hoa,(Không có),Rhoeo discolor (L'Hér.) Hance,Commelinaceae (Thài lài),"Chữa ho ra máu, đi lỏng.",15-30g/ngày.,"Vị ngọt, nhạt, tính hàn.",(Không ghi rõ)
602,Quế Thanh Hóa,(Không có),Cinnamomum loureiroi Nees,Lauraceae (Long não),"Bổ, chữa chân tay lạnh, đau bụng, tiêu hóa kém, kinh bế.",1-4g/ngày.,"Vị ngọt, cay, tính đại nhiệt.","Can, Thận, Tỳ."
603,Quế quan,(Không có),Cinnamomum cassia Blume,Lauraceae (Long não),Tương tự Quế Thanh Hóa.,Tương tự Quế Thanh Hóa.,Tương tự Quế Thanh Hóa.,Tương tự Quế Thanh Hóa.
